source,line,function,ncalls,tottime,cumtime,run,backend
solution_clean_pennylane.py,190,random_matrix,1,1.85e-05,8.1792e-05,2,William
solution_clean_pennylane.py,190,random_matrix,1,1.4208e-05,8.170800000000001e-05,1,William
solution_clean_qiskit.py,261,generate_random_matrix,1,1.1542e-05,7.8125e-05,4,William
solution_clean_qiskit.py,261,generate_random_matrix,1,1.0667e-05,7.787500000000001e-05,3,William
solution_clean_qiskit.py,188,__init__,1,1.876e-06,6.6709e-05,5,William
solution_clean_qiskit.py,188,__init__,1,1.0083e-05,6.400000000000001e-05,2,William
solution_clean_qiskit.py,188,__init__,1,3.333e-06,4.7292e-05,1,William
solution_clean_qiskit.py,188,__init__,1,2.041e-06,4.7083e-05,3,William
solution_clean_qiskit.py,188,__init__,1,2.083e-06,4.2125e-05,4,William
solution_clean_pennylane.py,34,<listcomp>,1,3.826e-06,5.8750000000000005e-06,4,William
solution_clean_pennylane.py,34,<listcomp>,1,3.168e-06,5.042e-06,5,William
solution_clean_pennylane.py,34,<listcomp>,1,3.047e-06,4.958000000000001e-06,3,William
solution_clean_pennylane.py,34,<listcomp>,1,3.249e-06,4.875e-06,1,William
solution_clean_pennylane.py,34,<listcomp>,1,3.084e-06,4.667e-06,2,William
solution_clean_qiskit.py,13,VQSVD,1,3.75e-06,3.75e-06,1,William
solution_clean_qiskit.py,13,VQSVD,1,3.542e-06,3.542e-06,4,William
solution_clean_qiskit.py,13,VQSVD,1,3.334e-06,3.334e-06,5,William
solution_clean_qiskit.py,13,VQSVD,1,3.208e-06,3.208e-06,3,William
solution_clean_qiskit.py,13,VQSVD,1,3.125e-06,3.125e-06,2,William
solution_clean_pennylane.py,10,VQSVD,1,2.291e-06,2.291e-06,4,William
solution_clean_pennylane.py,10,VQSVD,1,2.209e-06,2.209e-06,5,William
solution_clean_pennylane.py,10,VQSVD,1,2.2080000000000003e-06,2.2080000000000003e-06,3,William
solution_clean_pennylane.py,10,VQSVD,1,2.166e-06,2.166e-06,2,William
solution_clean_pennylane.py,10,VQSVD,1,1.958e-06,1.958e-06,1,William
solution_clean_qiskit.py,187,LossPlot,1,1.667e-06,1.667e-06,1,William
solution_clean_qiskit.py,187,LossPlot,1,1.5e-06,1.5e-06,4,William
solution_clean_qiskit.py,187,LossPlot,1,1.5e-06,1.5e-06,2,William
solution_clean_qiskit.py,187,LossPlot,1,1.3750000000000002e-06,1.3750000000000002e-06,5,William
solution_clean_qiskit.py,187,LossPlot,1,1.333e-06,1.333e-06,3,William
solution_clean_pennylane.py,128,LossPlot,1,1.25e-06,1.25e-06,5,William
solution_clean_pennylane.py,128,LossPlot,1,1.125e-06,1.125e-06,3,William
solution_clean_qiskit.py,245,MatGenerator,1,9.58e-07,9.58e-07,5,William
solution_clean_pennylane.py,128,LossPlot,1,8.750000000000001e-07,8.750000000000001e-07,4,William
solution_clean_pennylane.py,176,MatGenerator,1,8.750000000000001e-07,8.750000000000001e-07,2,William
solution_clean_qiskit.py,245,MatGenerator,1,8.750000000000001e-07,8.750000000000001e-07,2,William
solution_clean_pennylane.py,128,LossPlot,1,8.750000000000001e-07,8.750000000000001e-07,2,William
solution_clean_qiskit.py,245,MatGenerator,1,8.750000000000001e-07,8.750000000000001e-07,1,William
solution_clean_qiskit.py,245,MatGenerator,1,7.92e-07,7.92e-07,3,William
solution_clean_pennylane.py,128,LossPlot,1,7.92e-07,7.92e-07,1,William
solution_clean_pennylane.py,176,MatGenerator,1,7.5e-07,7.5e-07,1,William
solution_clean_qiskit.py,245,MatGenerator,1,7.08e-07,7.08e-07,4,William
solution_clean_pennylane.py,176,MatGenerator,1,7.08e-07,7.08e-07,3,William
solution_clean_pennylane.py,176,MatGenerator,1,6.660000000000001e-07,6.660000000000001e-07,4,William
solution_clean_pennylane.py,176,MatGenerator,1,5.830000000000001e-07,5.830000000000001e-07,5,William
solution_clean_pennylane.py,65,get_matrix_U,1,5.420000000000001e-07,5.420000000000001e-07,5,William
solution_clean_pennylane.py,129,__init__,1,5.420000000000001e-07,5.420000000000001e-07,2,William
solution_clean_pennylane.py,65,get_matrix_U,1,4.1700000000000004e-07,4.1700000000000004e-07,4,William
solution_clean_pennylane.py,65,get_matrix_U,1,4.1700000000000004e-07,4.1700000000000004e-07,1,William
solution_clean_qiskit.py,246,__init__,1,3.75e-07,3.75e-07,1,William
solution_clean_pennylane.py,129,__init__,1,3.75e-07,3.75e-07,5,William
solution_clean_qiskit.py,246,__init__,1,3.75e-07,3.75e-07,2,William
solution_clean_pennylane.py,177,__init__,1,3.75e-07,3.75e-07,4,William
solution_clean_pennylane.py,65,get_matrix_U,1,3.75e-07,3.75e-07,3,William
solution_clean_pennylane.py,177,__init__,1,3.75e-07,3.75e-07,3,William
solution_clean_qiskit.py,246,__init__,1,3.34e-07,3.34e-07,4,William
solution_clean_pennylane.py,129,__init__,1,3.330000000000001e-07,3.330000000000001e-07,3,William
solution_clean_pennylane.py,68,get_matrix_V,1,3.330000000000001e-07,3.330000000000001e-07,4,William
solution_clean_pennylane.py,129,__init__,1,2.92e-07,2.92e-07,1,William
solution_clean_qiskit.py,78,get_matrix_V,1,2.92e-07,2.92e-07,1,William
solution_clean_pennylane.py,65,get_matrix_U,1,2.92e-07,2.92e-07,2,William
solution_clean_pennylane.py,129,__init__,1,2.92e-07,2.92e-07,4,William
solution_clean_qiskit.py,75,get_matrix_U,1,2.91e-07,2.91e-07,4,William
solution_clean_pennylane.py,177,__init__,1,2.5000000000000004e-07,2.5000000000000004e-07,1,William
solution_clean_pennylane.py,177,__init__,1,2.5000000000000004e-07,2.5000000000000004e-07,2,William
solution_clean_qiskit.py,246,__init__,1,2.5000000000000004e-07,2.5000000000000004e-07,3,William
solution_clean_qiskit.py,78,get_matrix_V,1,2.09e-07,2.09e-07,3,William
solution_clean_qiskit.py,78,get_matrix_V,1,2.09e-07,2.09e-07,5,William
solution_clean_pennylane.py,68,get_matrix_V,1,2.08e-07,2.08e-07,5,William
solution_clean_qiskit.py,78,get_matrix_V,1,2.08e-07,2.08e-07,2,William
solution_clean_pennylane.py,177,__init__,1,2.08e-07,2.08e-07,5,William
solution_clean_qiskit.py,246,__init__,1,2.08e-07,2.08e-07,5,William
solution_clean_qiskit.py,75,get_matrix_U,1,1.67e-07,1.67e-07,1,William
solution_clean_qiskit.py,75,get_matrix_U,1,1.66e-07,1.66e-07,5,William
solution_clean_pennylane.py,68,get_matrix_V,1,1.66e-07,1.66e-07,1,William
solution_clean_qiskit.py,75,get_matrix_U,1,1.2500000000000002e-07,1.2500000000000002e-07,3,William
solution_clean_pennylane.py,68,get_matrix_V,1,1.2500000000000002e-07,1.2500000000000002e-07,2,William
solution_clean_qiskit.py,78,get_matrix_V,1,1.2500000000000002e-07,1.2500000000000002e-07,4,William
solution_clean_pennylane.py,68,get_matrix_V,1,1.2500000000000002e-07,1.2500000000000002e-07,3,William
solution_clean_qiskit.py,75,get_matrix_U,1,8.3e-08,8.3e-08,2,William
