source,line,function,ncalls,tottime,cumtime,backend,run
solution_clean_qiskit.py,78,get_matrix_V,1,2.92e-07,2.92e-07,solution_clean_qiskit,1
solution_clean_pennylane.py,65,get_matrix_U,1,2.92e-07,2.92e-07,solution_clean_pennylane,2
solution_clean_pennylane.py,129,__init__,1,2.92e-07,2.92e-07,solution_clean_pennylane,4
solution_clean_qiskit.py,75,get_matrix_U,1,2.91e-07,2.91e-07,solution_clean_qiskit,4
solution_clean_pennylane.py,177,__init__,1,2.5000000000000004e-07,2.5000000000000004e-07,solution_clean_pennylane,1
solution_clean_pennylane.py,177,__init__,1,2.5000000000000004e-07,2.5000000000000004e-07,solution_clean_pennylane,2
solution_clean_qiskit.py,246,__init__,1,2.5000000000000004e-07,2.5000000000000004e-07,solution_clean_qiskit,3
solution_clean_qiskit.py,78,get_matrix_V,1,2.09e-07,2.09e-07,solution_clean_qiskit,3
solution_clean_qiskit.py,78,get_matrix_V,1,2.09e-07,2.09e-07,solution_clean_qiskit,5
solution_clean_pennylane.py,68,get_matrix_V,1,2.08e-07,2.08e-07,solution_clean_pennylane,5
solution_clean_qiskit.py,78,get_matrix_V,1,2.08e-07,2.08e-07,solution_clean_qiskit,2
solution_clean_pennylane.py,177,__init__,1,2.08e-07,2.08e-07,solution_clean_pennylane,5
solution_clean_qiskit.py,246,__init__,1,2.08e-07,2.08e-07,solution_clean_qiskit,5
solution_clean_qiskit.py,75,get_matrix_U,1,1.67e-07,1.67e-07,solution_clean_qiskit,1
solution_clean_qiskit.py,75,get_matrix_U,1,1.66e-07,1.66e-07,solution_clean_qiskit,5
solution_clean_pennylane.py,68,get_matrix_V,1,1.66e-07,1.66e-07,solution_clean_pennylane,1
solution_clean_qiskit.py,75,get_matrix_U,1,1.2500000000000002e-07,1.2500000000000002e-07,solution_clean_qiskit,3
solution_clean_pennylane.py,68,get_matrix_V,1,1.2500000000000002e-07,1.2500000000000002e-07,solution_clean_pennylane,2
solution_clean_qiskit.py,78,get_matrix_V,1,1.2500000000000002e-07,1.2500000000000002e-07,solution_clean_qiskit,4
solution_clean_pennylane.py,68,get_matrix_V,1,1.2500000000000002e-07,1.2500000000000002e-07,solution_clean_pennylane,3
solution_clean_qiskit.py,75,get_matrix_U,1,8.3e-08,8.3e-08,solution_clean_qiskit,2
